School,G,W,L,WLPct,Srs,Sos,Tm,Opp,Pace,ORtg,FTr,X3PAr,TsPct,TrbPct,AstPct,StlPct,BlkPct,EFgPct,TovPct,OrbPct,FtFga,Season,TeamId,SRS_scaled,ORtg_scaled,SRS_ORtg,SRS_ORtg_scaled
connecticut,33,23,10,0.697,17.83,8.47,2554,2245,64.5,118.2,0.306,0.426,0.591,54.9,64,8.1,17.9,0.555,14.6,35.6,0.242,2025,1163,40.3420523138833,43.006993006993,136.03,83.3490453208763
coppin state,30,6,24,0.2,-20.99,-5.44,1867,2292,69.2,89.5,0.363,0.321,0.484,45.2,51.5,11.7,5.6,0.444,18.8,26.6,0.247,2025,1164,10.3002631171645,9.55710955710956,68.51,19.8573726742741
cornell,29,18,11,0.621,1.13,-3.54,2467,2248,72.2,117.8,0.277,0.489,0.616,50.7,62.5,8.7,8.5,0.592,14.8,27.5,0.209,2025,1165,27.4183562915957,42.5407925407925,118.93,69.9591488323883
creighton,34,24,10,0.706,16.35,10.64,2558,2364,67.6,110.5,0.285,0.49,0.583,52.4,63.4,5.4,10.7,0.558,16,26.9,0.209,2025,1166,39.1967187741836,34.032634032634,126.85,73.2293528068176
dartmouth,28,14,14,0.5,-4.48,-5.17,2166,2013,71.9,107.1,0.304,0.471,0.553,51,59,7.1,7.8,0.52,14.1,24.7,0.226,2025,1171,23.0769230769231,30.0699300699301,102.62,53.1468531468531
davidson,33,17,16,0.515,1.53,0.97,2393,2334,66.6,109,0.29,0.416,0.556,49.5,57.2,8.6,7.4,0.525,12.9,24.6,0.216,2025,1172,27.72790589692,32.2843822843823,110.53,60.0122881813023
dayton,32,22,10,0.688,9.27,4.66,2406,2242,66.1,112.1,0.381,0.404,0.567,51,59.5,10.6,10.6,0.528,13.6,29.8,0.284,2025,1173,33.7176907599443,35.8974358974359,121.37,69.6151266573802
delaware,36,16,20,0.444,-5.87,-3.9,2780,2803,70.4,109.7,0.3,0.408,0.585,46.8,51.6,9.1,7.4,0.551,15.2,23,0.235,2025,1174,22.0012381984213,33.1002331002331,103.83,55.1014712986544
delaware state,30,16,14,0.533,-12,-8.8,2360,2229,71.8,108.7,0.339,0.222,0.538,52.4,48.1,11.9,7.5,0.502,14.7,36.2,0.245,2025,1175,17.2573904968271,31.9347319347319,96.7,49.1921224315591
denver,32,11,21,0.344,-10.05,-2.67,2316,2483,68.7,103.7,0.329,0.367,0.549,47.5,44.8,9.8,7.6,0.513,16.1,26.3,0.243,2025,1176,18.7664448227828,26.1072261072261,93.65,44.873670930009
depaul,33,14,19,0.424,5.98,7.4,2402,2449,67.5,105.4,0.274,0.464,0.552,49.7,60.2,8.9,9.4,0.527,15.8,27.2,0.194,2025,1177,31.1716452561523,28.0885780885781,111.38,59.2602233447304
detroit mercy,32,8,24,0.25,-13.43,-3.08,2146,2428,67.7,97.6,0.29,0.288,0.497,51.2,44.4,8.4,8,0.459,16.2,32.5,0.213,2025,1178,16.1507506577929,18.997668997669,84.17,35.1484196554619
drake,33,30,3,0.909,9.03,0.06,2313,1928,60,114.6,0.426,0.372,0.58,55.3,55.1,14.8,8.5,0.547,15.6,36.2,0.3,2025,1179,33.5319609967497,38.8111888111888,123.63,72.3431498079385
drexel,33,18,15,0.545,-3.36,-5.33,2322,2207,64.2,107.6,0.247,0.372,0.547,52.9,49.4,7.5,12,0.525,15.9,33.5,0.173,2025,1180,23.943661971831,30.6526806526807,104.24,54.5963426245116
duke,34,31,3,0.912,30.31,9.51,2812,2105,66.6,124.2,0.321,0.454,0.607,55.8,58.1,10.4,10.6,0.574,12.3,35.2,0.252,2025,1181,50,50,154.51,100
duquesne,32,13,19,0.406,1.8,1.51,2212,2155,65.4,104.8,0.296,0.428,0.528,50.6,55.6,10.8,12.6,0.505,15.6,33.3,0.193,2025,1182,27.9368518805138,27.3892773892774,106.6,55.3261292697912
east carolina,33,19,14,0.576,-0.42,-0.55,2502,2434,68,109.4,0.36,0.349,0.53,51.7,49.8,10.9,11.8,0.491,13.2,34.9,0.259,2025,1187,26.2188515709642,32.7505827505828,108.98,58.969434321547
east tennessee state,32,19,13,0.594,-0.93,-5.06,2301,2128,66.1,108.7,0.322,0.414,0.531,52.7,50.9,12.1,11.6,0.506,13.8,35.2,0.213,2025,1190,25.8241758241758,31.9347319347319,107.77,57.7589077589078
east texas a&m,31,5,26,0.161,-12.39,-1.88,1995,2321,67.8,94.5,0.28,0.483,0.514,45.4,61.6,12.3,10.7,0.492,19.7,28.1,0.18,2025,,16.955579631636,15.3846153846154,82.11,32.3401950162514
eastern illinois,31,12,19,0.387,-12.43,-5.72,2062,2140,67.9,97.2,0.338,0.289,0.493,49.3,47.2,13.1,9.1,0.458,15.6,30.9,0.229,2025,1183,16.9246246711035,18.5314685314685,84.77,35.4560932025721
eastern kentucky,32,18,14,0.563,-3.36,-3.96,2491,2408,68.7,111.5,0.269,0.425,0.531,49.7,47.2,12.4,9.3,0.498,11.8,34.1,0.201,2025,1184,23.943661971831,35.1981351981352,108.14,59.1417971699662
eastern michigan,32,16,16,0.5,-9.13,-5.3,2355,2449,68.3,106.8,0.336,0.381,0.561,49.2,48,10.1,9.8,0.526,16.5,30.1,0.247,2025,1185,19.4784089150286,29.7202797202797,97.67,49.1986886353084
eastern washington,32,10,22,0.313,-8.43,-1.7,2283,2415,68.4,104.3,0.309,0.371,0.555,47.3,53.4,11,9,0.517,16.3,27,0.241,2025,1186,20.0201207243461,26.8065268065268,95.87,46.8266475308729
elon,32,17,15,0.531,-3.68,-4.48,2355,2232,66.2,110.8,0.383,0.425,0.553,54.8,49.1,7.9,11.5,0.51,15.8,37.8,0.286,2025,1189,23.6960222875716,34.3822843822844,107.12,58.078306669856
evansville,32,11,21,0.344,-6.03,0.33,2113,2263,67.1,98.4,0.304,0.409,0.525,47.8,53,8.9,13.8,0.495,15.8,22.8,0.212,2025,1191,21.8774183562916,19.9300699300699,92.37,41.8074882863615
fairfield,32,12,20,0.375,-14.23,-7.4,2161,2324,66.7,100.9,0.26,0.379,0.5,47.5,51.5,10.2,8.4,0.467,13.3,29.2,0.189,2025,1193,15.5316514471444,22.8438228438229,86.67,38.3754742909673
fdu,33,13,20,0.394,-11.74,-7.84,2431,2415,69.2,104.9,0.331,0.421,0.54,47.7,52.9,9.9,7.1,0.507,14.7,27.2,0.235,2025,,17.4585977402879,27.5058275058275,93.16,44.9644252461154
florida,34,30,4,0.882,27.98,11.81,2904,2354,70.8,120.6,0.326,0.436,0.578,55.4,52.4,10.9,12.3,0.55,12.6,38.1,0.234,2025,1196,48.1968735489862,45.8041958041958,148.58,94.001069353182
florida a&m,31,14,17,0.452,-13.14,-5.79,2235,2334,69.3,104.1,0.359,0.469,0.555,49.3,51.7,7.5,8.6,0.521,17.4,28.6,0.256,2025,1197,16.375174121653,26.5734265734266,90.96,42.9486006950796
florida atlantic,33,18,15,0.545,4.08,2.05,2598,2483,69.8,111.5,0.328,0.408,0.561,50.7,57.2,8.9,11.1,0.534,14,31.2,0.229,2025,1194,29.7012846308621,35.1981351981352,115.58,64.8994198289973
florida gulf coast,32,18,14,0.563,-2.03,-4.32,2321,2233,65.6,110.6,0.231,0.386,0.558,52.5,51.2,8.5,7.3,0.54,14,30.2,0.159,2025,1195,24.9729144095341,34.1491841491841,108.57,59.1220985587183
florida international,33,10,23,0.303,-6.42,-1.36,2285,2380,69.6,98,0.348,0.303,0.508,50.3,49.1,12.7,13.6,0.468,16.7,31.6,0.246,2025,1198,21.5756074911004,19.4638694638695,91.58,41.0394769549699
florida state,32,17,15,0.531,8.8,6.8,2383,2319,70.2,105.6,0.394,0.337,0.546,49.4,50,10.8,14.1,0.507,15.3,29.7,0.282,2025,1199,33.3539699736883,28.3216783216783,114.4,61.6756482953666
fordham,33,12,21,0.364,-3.86,1.17,2452,2573,70.5,104.2,0.333,0.416,0.527,50,53.2,10.6,8.7,0.491,15.7,31.9,0.239,2025,1200,23.5567249651757,26.6899766899767,100.34,50.2467016551524
fresno state,32,6,26,0.188,-5.25,4.76,2262,2582,70.7,97.3,0.364,0.353,0.5,45.9,44,10.4,8.7,0.461,15.4,27,0.252,2025,1201,22.4810400866739,18.6480186480186,92.05,41.1290587346925
furman,34,25,9,0.735,0.05,-3.53,2638,2368,67.3,114,0.344,0.511,0.576,51.5,64.4,9.7,9.3,0.551,14.2,30.8,0.237,2025,1202,26.5825723572202,38.1118881118881,114.05,64.6944604691084
gardner-webb,31,11,20,0.355,-7.98,-3.63,2287,2422,70.2,105.1,0.362,0.331,0.55,52,39.4,7.4,8.8,0.519,17.9,33.4,0.251,2025,1205,20.3683640303359,27.7389277389277,97.12,48.1072917692636
george mason,34,26,8,0.765,7.71,1.22,2411,2152,65.2,106.5,0.413,0.364,0.558,53.3,52.2,11.2,11,0.519,17,32.3,0.296,2025,1206,32.5104472991797,29.3706293706294,114.21,61.8810766698091
george washington,33,21,12,0.636,3.05,-1.7,2430,2238,67.3,108.2,0.402,0.416,0.549,50.3,55.8,13.1,8.7,0.513,15.5,32.3,0.281,2025,1203,28.9041943971521,31.3519813519814,111.25,60.2561757491335
georgetown,32,17,15,0.531,8.7,5.86,2293,2202,68.3,105,0.258,0.374,0.53,50.9,53.4,11.6,11.1,0.504,14.7,31.6,0.182,2025,1207,33.2765825723572,27.6223776223776,113.7,60.8989601947349
georgia,32,20,12,0.625,17.23,10.98,2418,2218,68.5,110.3,0.398,0.368,0.562,53,47.6,11.3,14.7,0.525,16.1,36.1,0.286,2025,1208,39.8777279058969,33.7995337995338,127.53,73.6772617054307
georgia southern,33,17,16,0.515,-7.39,-5.33,2449,2505,70,104.4,0.267,0.442,0.527,49.5,50.7,11.1,10.6,0.506,16,33,0.175,2025,1204,20.8249496981891,26.9230769230769,97.01,47.7480266212661
georgia state,33,14,19,0.424,-7.37,-2.87,2479,2583,69.8,107.3,0.328,0.338,0.537,51.4,44.7,7.5,7.8,0.508,14.5,33.2,0.225,2025,1209,20.8404271784553,30.3030303030303,99.93,51.1434574814857
georgia tech,33,17,16,0.515,7.3,6.36,2421,2390,69,104.7,0.312,0.362,0.532,51.3,55.4,8.3,10.2,0.504,15,30.5,0.214,2025,1210,32.1931589537223,27.2727272727273,112,59.4658862264496
gonzaga,33,25,8,0.758,23.62,6.62,2859,2298,70.5,121.5,0.309,0.335,0.594,54,61.9,10.7,8.3,0.557,11.4,32.7,0.247,2025,1211,44.8227828509519,46.8531468531469,145.12,91.6759297040987
grambling,34,12,22,0.353,-12.32,-7.45,2271,2301,67,99,0.333,0.348,0.526,49.2,48.4,9.9,9.8,0.488,16.7,26.7,0.243,2025,1212,17.0097508125677,20.6293706293706,86.68,37.6391214419383
grand canyon,33,26,7,0.788,5.81,-3.04,2612,2281,72.7,108.4,0.442,0.339,0.559,52.8,52.2,12.9,13.1,0.514,15.7,32.7,0.324,2025,1213,31.0400866738895,31.5850815850816,114.21,62.6251682589711
green bay,32,4,28,0.125,-13.23,-2.55,2237,2570,69,100.9,0.367,0.459,0.555,44.7,60.2,7.1,5.5,0.508,16.6,19.1,0.288,2025,1453,16.305525460455,22.8438228438229,87.67,39.1493483042779
hampton,33,17,16,0.515,-4.93,-3.73,2391,2309,67,107.8,0.3,0.369,0.52,52.5,45.7,11.2,9.1,0.487,13.4,35.3,0.214,2025,1214,22.7286797709333,30.8857808857809,102.87,53.6144606567142
harvard,27,12,15,0.444,-7.57,-3.61,1848,1945,66.7,102.1,0.249,0.399,0.539,47.4,54.3,11,7.7,0.508,15.8,25.1,0.191,2025,1217,20.6856523757932,24.2424242424242,94.53,44.9280766182175
hawaii,31,15,16,0.484,-3.13,-0.58,2173,2208,66.7,104.2,0.392,0.382,0.552,54.2,49.4,5.3,6,0.511,17.5,31.3,0.29,2025,1218,24.1216529948924,26.6899766899767,101.07,50.8116296848691
high point,34,29,5,0.853,5.39,-5.8,2795,2338,67.3,121.7,0.372,0.389,0.601,54.3,45.1,9.1,7.9,0.565,13.2,35.5,0.284,2025,1219,30.715059588299,47.0862470862471,127.09,77.8013066745461
hofstra,33,15,18,0.455,-4.73,-3.63,2202,2141,64.9,101.2,0.256,0.431,0.527,49.9,56.3,9,11.9,0.5,15.1,25.7,0.183,2025,1220,22.8834545735954,23.1934731934732,96.47,46.0769277670686
holy cross,32,13,19,0.406,-12.27,-7.1,2227,2307,66.2,104.3,0.22,0.417,0.558,49.2,48.3,6.9,7.8,0.537,16.1,23.4,0.159,2025,1221,17.0484445132332,26.8065268065268,92.03,43.8549713197601
houston,34,30,4,0.882,28.44,12.7,2523,1988,62.4,116.7,0.282,0.345,0.557,53.4,44.4,12.5,15.8,0.527,12.2,36.1,0.209,2025,1222,48.5528555951091,41.2587412587413,145.14,89.8115968538504
houston christian,32,12,20,0.375,-8.19,-2.99,2111,2220,65.3,101,0.312,0.439,0.524,46.9,46.9,12.1,9.4,0.495,15.7,26.7,0.214,2025,,20.2058504875406,22.960372960373,92.81,43.1662234479136
howard,32,12,20,0.375,-11.77,-6.63,2480,2538,71.5,107.5,0.367,0.399,0.575,49.9,59.4,7.8,7.7,0.539,18.1,30.1,0.272,2025,1224,17.4353815198886,30.5361305361305,95.73,47.9715120560191
idaho,33,14,19,0.424,-7.6,-3.08,2430,2493,67.1,109.3,0.339,0.473,0.559,49.6,49.2,8.7,8.1,0.522,15.2,29.9,0.254,2025,1225,20.6624361553939,32.6340326340326,101.7,53.2964687894265
idaho state,30,15,15,0.5,-3.62,-3.69,2230,2099,66.7,110.9,0.336,0.376,0.532,56.4,51.1,9,12.9,0.492,13.3,39.7,0.249,2025,1226,23.7424547283702,34.4988344988345,107.28,58.2412892272047
illinois,33,21,12,0.636,21.7,12.49,2766,2462,72.4,115,0.346,0.469,0.562,55.8,51.9,6,9.1,0.523,13.4,36,0.263,2025,1228,43.3369447453955,39.2773892773893,136.7,82.6143340227847
illinois state,33,19,14,0.576,1.85,-0.12,2492,2374,66.1,113.7,0.299,0.48,0.595,50.7,54.7,8.6,5.4,0.568,14.1,24.9,0.224,2025,1229,27.9755455811794,37.7622377622378,115.55,65.7377833434172
illinois-chicago,31,17,14,0.548,-0.59,0.62,2357,2286,69.1,108.2,0.339,0.392,0.556,51.8,57.3,9.6,8.2,0.523,15,30.5,0.244,2025,1227,26.0872929887014,31.3519813519814,107.61,57.4392743406828
incarnate word,33,17,16,0.515,-6.47,-5.44,2407,2274,65.1,111.2,0.278,0.362,0.554,52.7,46.1,10.4,10.3,0.533,15.1,35.8,0.189,2025,1230,21.5369137904349,34.8484848484849,104.73,56.3853986389198
indiana,32,19,13,0.594,14.59,11.97,2389,2305,69.1,107.7,0.331,0.332,0.543,51.9,58.4,8.4,9.2,0.511,14.4,31.5,0.233,2025,1231,37.8347005107569,30.7692307692308,122.29,68.6039312799876
indiana state,32,14,18,0.438,-3.13,-0.63,2563,2545,72.4,109.4,0.344,0.494,0.585,50.6,57.2,9.3,5.9,0.551,17,26.7,0.258,2025,1232,24.1216529948924,32.7505827505828,106.27,56.8722357454752
iona,34,17,17,0.5,-8.3,-7.51,2369,2396,68.6,100.9,0.279,0.347,0.504,53.1,56.4,13.9,9.4,0.475,17.3,39.1,0.191,2025,1233,20.1207243460765,22.8438228438229,92.6,42.9645471898993
iowa,33,17,16,0.515,12.88,10.1,2722,2630,71.4,115.1,0.26,0.41,0.587,46.4,59.8,9.3,11,0.568,12.2,25.1,0.183,2025,1234,36.5113759479957,39.3939393939394,127.98,75.9053153419351
iowa state,33,24,9,0.727,23.04,10.73,2652,2246,69.5,114,0.385,0.369,0.585,52.7,53.9,13.3,10.2,0.546,14.8,32.2,0.291,2025,1235,44.3739359232317,38.1118881118881,137.04,82.4858240351198
iu indy,32,10,22,0.313,-11.51,-4.23,2402,2458,66.8,112,0.337,0.469,0.553,49.4,54.3,9.3,6.1,0.516,13.1,31.9,0.25,2025,,17.6365887633493,35.7808857808858,100.49,53.4174745442351
jackson state,34,16,18,0.471,-9.15,-6,2428,2535,70.1,100.4,0.375,0.337,0.521,50.1,49.7,10,9.6,0.477,16.8,30.1,0.274,2025,1238,19.4629314347624,22.2610722610723,91.25,41.7240036958347
jacksonville,32,19,13,0.594,-3.24,-3.27,2308,2273,68.7,104.6,0.289,0.339,0.527,52.3,51.6,11.3,12.7,0.501,16.1,35.5,0.197,2025,1239,24.0365268534283,27.1561771561772,101.36,51.1927040096054
jacksonville state,34,22,12,0.647,1.39,0.04,2511,2334,65.9,111.2,0.317,0.37,0.548,53.8,44.1,7.4,10.4,0.51,12.9,31.7,0.241,2025,1240,27.6195635350565,34.8484848484849,112.59,62.4680483835414
james madison,32,20,12,0.625,-1.62,-2.58,2365,2256,65.9,111.2,0.306,0.443,0.551,51.4,45.3,9.1,8.5,0.516,13.6,32.1,0.231,2025,1241,25.2902027549915,34.8484848484849,109.58,60.1386876034763
kansas,33,21,12,0.636,20.7,13.77,2515,2286,69.1,109,0.243,0.343,0.554,52.6,60.9,8.9,13.1,0.531,14.5,30.4,0.173,2025,1242,42.5630707320848,32.2843822843823,129.7,74.8474530164671
kansas city,33,13,20,0.394,-5.33,-2.71,2386,2218,66.3,109.1,0.321,0.445,0.545,53.4,49.9,11.2,10.1,0.506,15.3,35.6,0.244,2025,,22.419130165609,32.4009324009324,103.77,54.8200625665414
kansas state,33,16,17,0.485,11.29,10.08,2337,2297,67.9,103.9,0.276,0.402,0.532,48.8,59,10.8,9.2,0.506,15.4,29.4,0.191,2025,1243,35.2809162668318,26.3403263403264,115.19,61.6212426071581
kennesaw state,33,19,14,0.576,0.77,1.1,2526,2417,71.6,106.1,0.368,0.458,0.539,54.2,51.2,9.2,11.6,0.501,16.1,34.4,0.265,2025,1244,27.1397616468039,28.9044289044289,106.87,56.0441905512328
kent state,33,22,11,0.667,0.88,-3.25,2433,2256,67.7,108.6,0.299,0.379,0.532,53.4,47.5,11.2,10.2,0.496,14.4,36.3,0.224,2025,1245,27.2248877882681,31.8181818181818,109.48,59.0430696064499
kentucky,33,22,11,0.667,21.61,14.18,2815,2570,72.7,117,0.359,0.417,0.592,52.4,56.7,9.3,11.3,0.56,13.3,28.7,0.265,2025,1246,43.2672960841975,41.6083916083916,138.61,84.8756876925891
la salle,33,14,19,0.424,-3.05,1.6,2376,2465,69.6,103.1,0.307,0.335,0.507,50,45.9,10.3,10.1,0.469,13.1,31,0.223,2025,1247,24.1835629159573,25.4079254079254,100.05,49.5914883238827
lafayette,33,13,20,0.394,-9.9,-8.06,2261,2274,65.9,102.8,0.304,0.406,0.533,48.6,60.1,8.7,9.8,0.506,14.6,25,0.208,2025,1248,18.8825259247794,25.0582750582751,92.9,43.9408009830545
lamar,33,20,13,0.606,-2.2,-2.67,2306,2170,66.8,104.2,0.284,0.33,0.513,52.4,58.6,11.1,14.2,0.485,15.5,36,0.195,2025,1249,24.8413558272713,26.6899766899767,102,51.531332517248
le moyne,32,9,23,0.281,-17.54,-8.07,2371,2566,69,104.6,0.367,0.414,0.56,47.9,55,9.8,6.1,0.529,17.3,26.9,0.259,2025,1478,12.9701284630862,27.1561771561772,87.06,40.1263056192634
lehigh,30,11,19,0.367,-10.03,-6.46,2110,2143,67.3,103.6,0.312,0.379,0.546,47.5,52.9,8.5,5.7,0.521,14.3,22.2,0.213,2025,1250,18.7819223030491,25.990675990676,93.57,44.772598293725
liberty,34,28,6,0.824,8.22,-1.39,2603,2138,67,113.8,0.293,0.485,0.602,49.2,61.2,9.8,7.7,0.589,13.7,20.7,0.194,2025,1251,32.9051230459681,37.8787878787879,122.02,70.783910924756
lindenwood,33,16,17,0.485,-13.01,-7.11,2348,2354,70.6,99.3,0.358,0.342,0.506,49.3,44.2,11.7,10.9,0.47,15.2,30.4,0.243,2025,1473,16.4757777433834,20.979020979021,86.29,37.4547987224044
lipscomb,34,25,9,0.735,5.06,-4.88,2697,2289,68,116.2,0.306,0.472,0.593,51.4,54.7,10.2,8,0.558,12.5,25.7,0.243,2025,1252,30.4596811639065,40.6759906759907,121.26,71.1356718398972
little rock,33,19,14,0.576,-6.72,-7.52,2287,2219,68.1,101.1,0.289,0.308,0.531,48.2,53,13.2,16.4,0.502,17.5,30.6,0.204,2025,1114,21.3434452871073,23.0769230769231,94.38,44.4203683640303
long beach state,32,7,25,0.219,-9.82,-0.05,2152,2374,65.9,100.8,0.36,0.368,0.541,48.3,49.5,8.5,8.5,0.498,18.8,29.7,0.272,2025,1253,18.9444358458443,22.7272727272727,90.98,41.671708573117
long island university,33,17,16,0.515,-10.7,-9.7,2235,2156,65.5,101.5,0.271,0.34,0.518,52.8,46.7,12.2,11.5,0.488,16.6,33.6,0.195,2025,1254,18.2634267141309,23.5431235431235,90.8,41.8065502572545
longwood,32,18,14,0.563,-4.43,-4.85,2504,2371,70.6,110.8,0.454,0.339,0.563,52.2,50.4,10.8,6.5,0.519,15.2,33.1,0.33,2025,1255,23.1156167775886,34.3822843822844,106.37,57.497901159873
louisiana,33,12,21,0.364,-10.65,-2.28,2159,2410,66.7,97.4,0.305,0.38,0.497,44.4,44.9,11,8.4,0.458,14.1,26.2,0.222,2025,1418,18.3021204147965,18.7645687645688,86.75,37.0666891793652
louisiana state,32,14,18,0.438,10.26,10.01,2363,2355,69.5,105,0.325,0.435,0.543,48.5,48.8,10.1,11.7,0.511,16.1,29.5,0.232,2025,1261,34.4838260331218,27.6223776223776,115.26,62.1062036554994
louisiana tech,32,20,12,0.625,1.77,-0.4,2364,2188,66.6,109.1,0.342,0.41,0.571,53,58.4,9.5,11.5,0.536,16.3,30.3,0.256,2025,1256,27.9136356601145,32.4009324009324,110.87,60.3145680610469
louisiana-monroe,32,7,25,0.219,-15.02,-4.22,2205,2417,68.7,99.6,0.309,0.343,0.501,49.1,52.8,10.3,7,0.464,14.5,30.2,0.22,2025,1419,14.920290976629,21.3286713286713,84.58,36.2489623053003
louisville,34,27,7,0.794,19.29,9.61,2672,2343,69,113.5,0.345,0.481,0.569,52.9,51.9,9.3,8.1,0.534,14.2,32.2,0.257,2025,1257,41.4719083733168,37.5291375291375,132.79,79.0010459024544
loyola (il),33,22,11,0.667,3.75,0.34,2426,2265,67.5,107.6,0.324,0.42,0.554,51.7,60.8,9.4,13.4,0.532,15.5,30.2,0.215,2025,1260,29.4459062064696,30.6526806526807,111.35,60.0985868591502
loyola (md),31,12,19,0.387,-11.58,-8.22,2145,2205,67,102.8,0.295,0.396,0.529,50.3,55,10.7,7.9,0.5,15.5,29.3,0.206,2025,1259,17.5824175824176,25.0582750582751,91.22,42.6406926406926
loyola marymount,32,17,15,0.531,1.47,3.21,2279,2290,68.7,103.6,0.285,0.404,0.537,47,51.5,8.4,10.3,0.507,13.6,22.9,0.206,2025,1258,27.6814734561213,25.990675990676,105.07,53.6721494467973
maine,34,20,14,0.588,-6.28,-8.09,2409,2248,67.1,105.2,0.281,0.329,0.551,46.1,56.4,13.5,10.3,0.521,13.9,23.1,0.206,2025,1263,21.6839498529639,27.8554778554779,98.92,49.5394277084418
manhattan,30,17,13,0.567,-7.25,-8.22,2280,2235,67.4,110.4,0.313,0.417,0.549,50.9,57.1,9.2,7.1,0.51,14.6,33.2,0.241,2025,1264,20.9332920600526,33.9160839160839,103.15,54.8493759761366
marist,30,20,10,0.667,-8.69,-10.19,1979,1934,64.2,101.5,0.224,0.376,0.522,52.7,55.8,8.9,9.7,0.499,15.9,30.6,0.158,2025,1265,19.8189134808853,23.5431235431235,92.81,43.3620370240089
marquette,33,23,10,0.697,18.88,10.55,2537,2262,68.1,112,0.261,0.463,0.547,48.8,49.5,13.2,10.9,0.52,11.7,30.1,0.188,2025,1266,41.1546200278595,35.7808857808858,130.88,76.9355058087452
marshall,33,20,13,0.606,-2.17,-4.43,2499,2366,69.2,109,0.341,0.403,0.537,51.6,54.6,9.6,14.2,0.505,14.1,33.5,0.236,2025,1267,24.8645720476706,32.2843822843823,106.83,57.1489543320529
maryland,33,25,8,0.758,23.53,8.86,2695,2211,70.7,115.1,0.329,0.355,0.573,52.3,50.4,11.1,12,0.538,12.6,31,0.249,2025,1268,44.7531341897539,39.3939393939394,138.63,84.1470735836933
maryland-baltimore county,32,13,19,0.406,-11.24,-7.9,2559,2522,71.6,110,0.312,0.387,0.581,45.5,50.5,10.1,6.4,0.559,14.2,22,0.216,2025,1420,17.8455347469432,33.4498834498835,98.76,51.2954181968267
maryland-eastern shore,31,6,25,0.194,-20.48,-4.3,2090,2410,68.7,98.2,0.349,0.367,0.515,47.5,48.9,7.7,5.6,0.484,17,27.8,0.232,2025,1271,10.6949388639529,19.6969696969697,77.72,30.3919085609227
massachusetts,32,12,20,0.375,-2.48,0.75,2333,2399,71,101.2,0.342,0.321,0.489,51.2,49.1,10.8,13.4,0.455,13.6,34.8,0.227,2025,1269,24.6246711035443,23.1934731934732,98.72,47.8181442970175
massachusetts-lowell,32,17,15,0.531,-7.33,-7.3,2543,2371,70.3,112.2,0.341,0.347,0.594,52,53.7,8.3,10.4,0.558,15.8,27.5,0.263,2025,1262,20.8713821389878,36.013986013986,104.87,56.8853681529738
mcneese state,33,27,6,0.818,8.88,-2.35,2549,2113,66.4,116.4,0.352,0.369,0.574,52.7,51,13.6,11.4,0.546,13.9,35.1,0.25,2025,1270,33.4158798947531,40.9090909090909,125.28,74.3249708038441
memphis,34,29,5,0.853,12.61,5.69,2725,2490,71.3,111.2,0.394,0.331,0.568,52.1,52,10.8,13.1,0.536,16.4,35.1,0.277,2025,1272,36.3024299644018,34.8484848484849,123.81,71.1509148128867
mercer,33,14,19,0.424,-8.36,-5.03,2511,2485,72.4,103.9,0.289,0.402,0.522,50.6,47.4,11.5,7.8,0.5,14.2,29.7,0.189,2025,1273,20.0742919052778,26.3403263403264,95.54,46.4146182456042
mercyhurst,31,15,16,0.484,-15.36,-9.39,2105,2167,65.4,102.6,0.308,0.358,0.539,44.8,57,11.1,6.9,0.494,14.6,23.8,0.247,2025,,14.6571738121034,24.8251748251748,87.24,39.4823486372782
merrimack,33,18,15,0.545,-4.37,-5.77,2166,2120,64.7,100.7,0.244,0.429,0.521,41.3,49.7,14.6,10.6,0.494,12.5,20.8,0.177,2025,1467,23.1620492183872,22.6107226107226,96.33,45.7727718291099
miami (fl),31,7,24,0.226,0.65,7.3,2294,2500,67.6,108.6,0.264,0.385,0.551,48.2,47,9.4,9.6,0.519,14,28.2,0.202,2025,1274,27.0468967652066,31.8181818181818,109.25,58.8650785833884
miami (oh),34,25,9,0.735,-0.84,-5.28,2740,2473,70.6,113.8,0.275,0.447,0.592,50.4,55.8,11.3,10.3,0.57,15.1,28.4,0.199,2025,1275,25.8938244853738,37.8787878787879,112.96,63.7726123641617
michigan,34,25,9,0.735,20.16,13.13,2661,2422,70.6,110.1,0.35,0.425,0.577,53.3,58.5,7.7,9.3,0.545,17.2,33.2,0.255,2025,1276,42.1451787648971,33.5664335664336,130.26,75.7116123313306
michigan state,33,27,6,0.818,22.46,11.56,2579,2219,69.2,112.5,0.378,0.327,0.559,56.4,61.6,7.9,13.3,0.512,14.2,35.3,0.296,2025,1277,43.9250889955115,36.3636363636364,134.96,80.2887253591479
middle tennessee,33,22,11,0.667,2.96,1.21,2505,2357,69.2,108,0.328,0.392,0.54,51.7,45.5,9.4,11.3,0.514,13.9,31.5,0.22,2025,1292,28.8345457359542,31.1188811188811,110.96,59.9534268548353
milwaukee,32,21,11,0.656,0.36,-3.78,2510,2295,69.9,111.4,0.382,0.316,0.548,56.8,50.4,10.9,9.4,0.517,15.6,40.5,0.261,2025,1454,26.8224733013465,35.0815850815851,111.76,61.9040583829316
minnesota,32,15,17,0.469,8.51,10.16,2178,2231,63.8,104.6,0.315,0.359,0.525,49.4,61.3,9.3,12.9,0.499,14.3,30.2,0.209,2025,1278,33.1295465098282,27.1561771561772,113.11,60.2857236660053
